#Mix Alleculidae undetermined 5 sp. 40 ex. China (Sichuan);20.00
#Mix Amara (s. lato) undetermined û S. SE Siberia. N. NW. W Caucasus.  Kirgizstan. Uzbekistan. NW. NE. E. S Kazakhstan - 60sp.. 300ex;100.00
#Mix Apionidae undetermined NW. S Russia. NW. W Caucasus - 15 sp.. 100 ex.;40.00
#Mix Bostrychidae undetermined: Uzbekistan (Kyzyl-Kum desert. Katta-Kum desert) - 3sp. 27ex;40.00
#Mix Buprestidae undetermined China (N Sichuan) - 3sp.. 12ex;18.00
#Mix Cantharidae undetermined 4 sp. 6ex. Laos;6.00
#Mix Carabidae undetermined Russia (W Caucasus) 20 sp. 200 ex.;60.00
#Mix Catopidae (+Leiodidae) 12 sp. 40 ex.. (SW. SE Siberia. Uzbekistan. Far East of Russia. Spain);40.00
#Mix Cerambycidae undetermined China (N Sichuan. S Gansu) û 25sp. 80ex;160.00
#Mix Chrysomelidae (excepted Alticinae) undetermined: Uzbekistan. Tadzhikistan û 80sp. 400ex;160.00
#Mix Chrysomelidae undetermined 20 sp. 100 ex. China (N Sichuan);65.00
#Mix Coccinellidae NW India (Hymachal Pradesh) undetermined 15 spec.. 100ex.;40.00
#Mix Coccinellidae undetermined 8sp. 48ex Laos (Khammouang prov.);24.00
#Mix Dermestidae undetermined 60 sp 450 ex former USSR;160.00
#Mix Dytiscidae undetermined  NW Russia. SE Ukraine. S Siberia. Uzbekistan - 50 sp. 250 ex.;120.00
#Mix Elateridae undetermined: 80 sp. 300 ex. Spain. Israel. Azerbaijan. N European Russia. NW Caucasus û 80sp.. 300ex;150.00
#Mix Elateridae undetermined: S. SE Siberia. Far East of Russia û 40sp.. 200ex;100.00
#Mix Gyrinidae undetermined 9 sp 80 ex. former USSR;40.00
#Mix Harpalus (s. lato) undetermined û SE Siberia. N. NW. W Caucasus.  Kirgizstan. Uzbekistan. NW. NE. E. S Kazakhstan - 50sp.. 200ex;70.00
#Mix Helophoridae undetermined 15 sp. 200 ex. Far East of Russia. Uzbekistan. Kirgizstan. S. SW. SE Siberia;80.00
#Mix Heteroceridae undetermined 12 sp. 250 ex. former USSR;50.00
#Mix Histeridae undetermined 20sp. 100ex. Tadzhikistan;60.00
#Mix Lagriidae undetermined China (Sichuan) 10spec.. 60ex.;50.00
#Mix Lampyridae undetermined China (N Sichuan. S Gansu. Shanxi). Laos 8sp. 13ex.;26.00
#Mix Lepidortera from Russia 100 ex.;50.00
#Mix Lycidae NW India (Hymachal Pradesh) undetermined 5 spec.. 100ex.;60.00
#Mix Lycidae undetermined Laos 4sp. 5ex.;5.00
#Mix Malachiidae (Dasytinae) undetermined: Uzbekistan. Kirgizstan. Tadzhikistan. Kazakhstan. Azerbaijan. S Russia - 40 sp.. 200 ex.;60.00
#Mix Noctuidae S Mongolia 5 spec. 16 ex.;20.00
#Mix Oedemeridae undetermined (N. NW Caucasus. Kirgizstan. Azerbaijan. S. SE Siberia. Far East of Russia) 30-35 sp. 150 ex.;75.00
#Mix Scolytidae undetermined - SE Azerbaijan. NW. W Caucasus. S. SW Siberia. Far East of Russia. 20 sp. 70 ex.;70.00
#Mix Sericinae undetermined China (Gansu. Sichuan. Yunnan). NW India (Hymachal-Pradesh) 18-20 sp. 100 ex.;100.00
#Mix Staphylinidae undetermined 100 sp. 1000 ex. former USSR;300.00
#Mix Tenebrionidae undetermined 120 sp. 1000 ex. former USSR;300.00
#Mix Tenebrionidae undetermined 25sp. 100ex Spain;35.00
#Set of palaearctic Carabidae. determined 100sp. 100 ex.;70.00
#Set of palaearctic Carabus. determined 50sp. 50 ex.;75.00
#Set of palaearctic Cerambycinae (included Clytini) (different genera). determined 30sp. 30 ex.;30.00
#Set of palaearctic Cetoniinae. determined 30sp. 30 ex.;40.00
#Set of palaearctic Curculionidae. determined 100sp. 100 ex.;60.00
#Set of palaearctic Lamiinae (different genera). determined 30sp. 30 ex.;40.00
#Set of palaearctic Lepturinae (different genera). determined 40sp. 40 ex.;40.00
#Set of palaearctic Lethrus (s. lato) determined 30sp. 60 ex. (in pairs only);60.00
#Set of palaearctic Lycaenidae. determined 50sp.  50 ex.;75.00
#Set of palaearctic Nymphalidae. determined 50sp. 50 ex.;75.00
#Set of palaearctic Onthophagus. determined 50sp. 50 ex.;50.00
#Set of palaearctic Parnassius. determined 30sp. (ssp.) 30 ex.;120.00
#Set of palaearctic Pieridae (excepted Colias). determined 30sp. (ssp.) 30 ex.;45.00
Agabus thomsoni Finnland;3.00
Agabus undulatus N Russia;2.00
Agabus vittiger Poland;3.00
Agapanthia Agapanthiola leucaspis SE Ukraine;2.50
Agapanthia altaica NE Kazakhtan;6.00
Agapanthia alternans SE Siberia;5.00
Agapanthia amurensis SE Siberia;2.00
Agapanthia auliensis S Kazakhstan;5.99
Agapanthia dahli S Russia 10ex;9.50
Agapanthia daurica Far East of Russia 10ex;14.00
Agapanthia detrita Uzbekistan;1.50
Agapanthia irrorata Spain;3.00
Agapanthia lais Israel;12.00
Agapanthia pustulifera Israel;4.00
Agapanthia soror Uzbekistan;1.50
Agapanthia subhalybaea W Caucasus;3.50
Agapanthia turanica SE Kazakhstan;3.00
Agapanthia villosoviridescens C Russia;1.50
Agapanthia violacea NW Caucasus;1.50
Agathidium bertii Canaries;6.00
Agathidium canariense holdhausi Canaries;5.00
Agathidium italicum Italy;3.50
Agathidium obenbergeri Italy;4.50
Agathidium pisanum Italy;3.50
Agathidium seminulum Italy (Sicily);2.50
Agatus bicolor Kirgizstan A-;2.00
Agelastica alni orientalis Far East of Russia;2.00
Aglais nixa nixa Kirgizstan (N Kirgizsky Mt. rng.) f;10.00
Aglais nixa nixa S Kirgizstan (TransAlai Mt. rng.) m;8.00
Aglais urticae turcica Uzbekistan (Chatkal Mt. rng.) m;2.50
Aglia tau ex pupae C. Russia m;1.50
Agonum Agonum gracilipes E Caucasus;1.00
Agonum Agonum gracilipes S Siberia;1.00
Agonum Agonum kuznetzovi Turkey;4.00
Agonum Agonum lugens SE Ukraine;2.00
Agonum Agonum marginatum Switzerland A-;2.00
Agonum Agonum muelleri unicolor Italy;3.00
Agonum Agonum sculptipes Far East of Russia;2.00
Agonum Agonum sexpunctatum E Caucasus;1.00
Agonum Agonum viduum Italy;2.00
Agonum Agonum viridicupreum ssp. Spain;1.50
Agonum Anchagonum turkestanicum S Tadzhikistan;1.50
Agonum Europhilus gracilis Italy;2.50
Agonum Europhilus thoreyi NE Kazakhstan;1.50
Agonum Liebherrius alpinum SE Siberia;3.00
Agonum Liebherrius fallax SE Siberia;2.00
Agonum Metacolpodes buchanani Far East of Russia;3.50
Agonum Paranchus albipes Spain;2.00
Agonum Platynidius nazarovi Far East of Russia;4.00
Agonum Platynus assimile NW Caucasus;1.00
Agonum Platynus krynickii Italy;2.50
Agonum Platynus peirolerii Italy;3.50
Agonum Platynus teriolensis Italy;3.00
Agriades pheretiades lara Kirgizstan (Borkoldoi Mt. rng.) f;6.00
Agriades pheretiades lara Kirgizstan (Borkoldoi Mt. rng.) order of 10m;24.00
Agriades pheretiades micros Tadzhikistan (Pamir) m;2.50
Agriades pheretiades pheres Kirgizstan (TransAlai Mt. rng.) m;2.00
Agriades pheretiades pheres Tadzhikistan (Peter I Mt. Rng.) m;2.00
Agriades pheretiades pheretiades (S Dzhungar Mts.) m;2.00
Agriades pheretiades tekessanus Kirgizstan (S Terskei Ala Too Mt. rng.) m;2.00
Agrilus angustulus Italy;2.50
Agrilus cyaneoniger Far East of Russia;2.50
Agrilus gebleri SE Siberia;2.00
Agrilus laticornis Italy;2.50
Agrilus purpuratus Italy;3.00
Agrilus sinensis Vietnam;2.50
Agrilus viridis SE Siberia;1.00
Agriotes aequalis Italy;3.00
Agriotes brevis NW Caucasus;2.00
Agriotes brunnipennis Vietnam;2.50
Agriotes infuscatus Italy;2.50
Agriotes obscurus NW Russia;2.00
Agriotes ponticus NW Caucasus;1.00
Agriotes sordidus Italy;2.00
Agriotes ustulatus Italy;2.50
Agrius convolvuli Kirgizstan (Chatkal Mt. rng.) m;3.00
Agrodiaetus cyaneus cyaneus SE Azerbaijan (Talysh) f ((ip-1));18.00
Agrodiaetus damocles SW Siberia (Orenburg reg.) m;4.00
Agrodiaetus damon merzbacheri Kirgizstan (Kungei Ala Too Mt. rng.) f;9.00
Agrodiaetus damon noguerae Spain m ((ak-1));5.00
Agrodiaetus damone ssp. Russia (S Ural Mts) m ((ak-1));5.00
Agrodiaetus demavendi SE Azerbaijan (Talysh) f ((ip-1));8.00
Agrodiaetus firdussii pseudactis SE Azerbaijan (Talysh) m ((ip-1));8.00
Agrodiaetus firdussii pseudactis SE Azerbaijan (Talysh) mA- ((ip-1));4.00
Agrodiaetus iphigenides lukhtanovi Kirgizstan (Kokomeren riv.) m ((ak-1));4.00
Agrodiaetus iphigenides samodurovi S Kirgizstan (Alai Mt rng.) m ((ak-1));4.50
Agrodiaetus poseidonides Tadzhikistan (Peter I Mt. rng.) m;6.00
Agrodiaetus praeactinides Kirgizstan (Chatkal Mt. rng.) m;8.00
Agrodiaetus ripartii (Kirgizstan. Chatkal Mt rng.) m;2.95
Agrodiaetus vanensis sheljuzhkoi Armenia fA-;8.00
Agrodiaetus vanensis sheljuzhkoi SE Azerbaijan (Talysh) m ((ip-1));10.00
Agrypnus argillaceus Far East of Russia;2.50
Agrypnus crenicollis Italy;2.50
Agrypnus longus Laos;4.00
Agrypnus siensis Laos;3.50
Agrypnus tostus Laos;3.50
Akis bacarozzo bacarozzo France;3.00
Akis spinosa Spain;3.00
Alancastria caucasica tkatschukovi Russia (W. Caucasus) f;6.00
Alancastria caucasica tkatschukovi Russia (W. Caucasus) f A-;3.00
Alancastria caucasica tkatschukovi Russia (W. Caucasus) m ((ak-1));4.00
Alancastria caucasica tkatschukovi Russia (W. Caucasus) order of 10mA-;11.00
Alancastria cerysyi ferdinandi Turkey m;14.00
Alapsodus depressus N Caucasus;6.00
Alapsodus eppelsheimi N Caucasus;7.00
Alapsodus globulifer NW Caucasus;3.00
Alapsodus melanarius C Russia;3.00
Alapsodus solskyi S Ukraine;10.00
Albergia friwaldszkyi aquilonaria Russia (N Altai Mts) fA-;3.00
Albergia friwaldszkyi aquilonaria Russia (N Altai Mts) mA-;1.50
Albulina amphyrrhoe China (N Sichuan prov.) fA-;6.00
Albulina amphyrrhoe China (N Sichuan prov.) mA-;3.00
Albulina lehana Tadzhikistan (E Pamir) m;3.00
Albulina orbitula sajana S Sibera (W Sayan Mts.) f;5.00
Albulina orbitula sajana S Sibera (W Sayan Mts.) m;2.50
Alcinoeta spectabilis Turkmenistan;3.00
Aleochara brevipennis N Russia;1.50
Aleochara languinosa C Russia;2.00
Aleochara tristis S Ukraine;1.50
Alosimus collaris S Russia;5.00
Alosterna tabacicolor bivittis SE Siberia 10ex;9.50
Alpherakya sartoides Kirgizstan (TransAlai Mt. rng.) m;3.00
Alpherakya sartus sartus Kirgizstan (Suusamyr Mt. rng.) f ((ak-1));4.00
Alpherakya sartus sartus Kirgizstan (W Terskei Ala Too Mt. rng.) m ((ak-1));2.00
Alpherakya sartus sartus Kirgizstan (W Terskei Ala Too Mt. rng.) m A- ((ak-1));1.00
Alphitobius piceus Laos;3.00
Amara (Heterodema) alajensis Kirgizstan;4.99
Amara Amara aenea S Ukraine;1.00
Amara Amara communis NE Siberia (C Kamchatka);1.00
Amara Amara eurynota Kirgizstan 10ex;6.00
Amara Amara familiaris Slovakia;1.50
Amara Amara mixaltaica S Siberia;2.00
Amara Amara morio bamiduniae Kirgizstan;2.00
Amara Amara ogloblini SE Siberia;2.50
Amara Amathitis sp. SW Siberia;2.50
Amara Bradytus amplipennis Far East of Russia;2.50
Amara Bradytus aurichalcea Far East of Russia;2.00
Amara Bradytus fulva S Russia A-;1.00
Amara Bradytus majuscula SW Siberia;1.00
Amara Camptocelia brevitarsis Spain;4.00
Amara Celia bifrons C Russia;1.50
Amara Celia erratica SE Siberia;2.00
Amara Celia praetermissa NW Caucasus;2.50
Amara Celia tartariae Kirgizstan;1.50
Amara coreica Far East of Russia;1.50
Amara Harpalodema ruthena SW Siberia;3.00
Amara Oreoamara cordicollis N Caucasus;2.00
Amara Oreoamara subdepressa N Caucasus;2.50
Amara pallens Italy;2.50
Amara Paracelia saxicola Uzbekistan A-;1.00
Amara refulgens Italy (Sicily);3.50
Amarisius duplicatus NE Kazakhstan;20.00
Amathusia europe China (N Sichuan) mA-;5.00
Amblystomus mauritanicus ruficornis Italy;3.50
Amblystomus metallescens S Kazakhstan;3.00
Amblystomus niger Italy (Sardegna);2.50
Ambrostoma quadriimpressum SE Siberia;1.00
Ammobius rufus Italy (Sardegna);3.00
Ampedus balteatus SE Siberia;1.50
Ampedus ochropterus NW Caucasus;2.50
Ampedus pomonae NW Caucasus;1.50
Ampedus sanguineus E Ukraine;1.00
Ampedus triangulum Czech;3.50
Amphicoma arctos Armenia;1.99
Amphicoma bombylius Morocco;2.50
Amphicoma cornifrons Turkey;2.50
Amphicoma distincta W Turkmenistan;3.00
Amphicoma goudoti Morocco;3.00
Amphicoma kareli S Turkey;4.50
Amphicoma meles Morocco;3.50
Amphicoma pareyssei Greece;3.00
Amphicoma syriaca Israel;3.00
Amphicoma vittata vittata Turkey;4.00
Amphicoma vulpes C Kazakhstan 10ex;6.00
Amphimallon altaicus S Siberia;3.00
Amphimallon caucasicus Armenia;2.50
Amphimallon fuscum Italy;3.00
Amphimallon majale Spain;4.00
Amphimallon solstitialis mesasiaticus Kirgizstan;0.99
Amphimallon solstitialis setosus SE Azerbaidzhan;1.00
Amphimallon solstitialis sibiricus SE Siberia;0.99
Amuriana schrencki media China (N Sichuan prov.) m;8.00
Amuriana schrencki schrencki Far East of Russia (S Primorie reg.) m;5.00
Anadastus sp. Laos;6.00
Anaglyptus mysticus Germany;2.50
Anaglyptus simplicicornis NW Caucasus;6.00
Anastrangalia dissimilis China (Gansu prov.);6.00
Anastrangalia montana Syria;12.00
Anastrangalia reyi C Russia;1.50
Anastrangalia reyi S Siberia;1.50
Anastrangalia sequensi SE Siberia;1.00
Anatolica abbreviata S Russia;2.00
Anatolica aucta S Siberia;2.00
Anatolica eremita S Russia;1.50
Anatolica gibbosa thoracica C Kazakhstan;2.00
Anatolica hauseri Kirgizstan;2.50
Anatolica lata NE Kazakhstan;1.00
Anatolica nureti Mongolia;3.00
Anatolica strigosa S Siberia;1.00
Anatrytone logan logan USA f;9.00
Ancylocheira haemorrhoidalis sibirica Far East of Russia;2.00
Ancylocheira novemmaculata Spain;2.00
Ancylocheira strigosa SE Siberia;2.00
Ancylocheira strigosa SE Siberia 10ex A-;6.00
Ancylonotus tribulus C A R;5.00
Ancylopus melanocephalus Italy (Sicily);4.00
Ancylopus pictus Japan;5.00
Ancyloxypha numitor numitor USA f;4.50
Andela guttata Uzbekistan (W Gissar Mts.) m;5.00
Anemadus italicus Italy;4.50
Anemia brevicollis Arab. Emirates;1.50
Anemia fausti Uzbekistan;1.00
Anisodactylus binotatus S Russia;1.00
Anisodactylus pseudoaeneus S Russia;2.00
Anisodactylus signatus S Russia;1.00
Anisoplia agricola NE Kazakhstan 10ex;5.00
Anisoplia andreae Greece;3.00
Anisoplia campicola Kirgizstan;1.73
Anisoplia deserticola S Russia;3.00
Anisoplia farraria Turkey;3.00
Anisoplia floricola Spain;1.50
Anisoplia monticola monticola Italy;2.50
Anisoplia segetum straminea Greece;2.00
Anisoplia segetum zoubkovi S Kazakhstan;2.00
Anisoplia syriaca Israel;3.00
Anisoplia tempestiva Croatia;2.00
Anisoplia thessalica Greece;3.00
Anisoplia zwicki S Russia;2.50
Anisotoma glabra C Russia;3.00
Anisotoma humeralis Germany;2.50
Anochila bifida Madagascar;1.00
Anochila incilis Madagascar;1.50
Anodochelus maculatus Brazil;3.00
Anomala amychoides Vietnam;4.00
Anomala aulax China;4.00
Anomala ausonia Italy;2.00
Anomala bedeli Vietnam;5.00
Anomala bilunata Laos;4.00
Anomala chlorochelys Vietnam;8.00
Anomala comma NE India;1.50
Anomala cupripes Vietnam;3.00
Anomala densa Laos;3.50
Anomala dubia C Russia;0.99
Anomala Euchlora cantori NE India;4.00
Anomala Euchlora dimidiata Nepal 10ex;18.00
Anomala Euchlora millestriga China (N Sichuan);4.00
Anomala flavopicta NE India (E Sikkim);6.00
Anomala holomelaena NE India;4.00
Anomala iridicollis Vietnam;3.00
Anomala lucens Far East of Russia;3.00
Anomala marginipennis NE India;4.00
Anomala nervulata Vietnam;7.00
Anomala osmanlis Turkey;4.50
Anomala papuna NE India A-;2.50
Anomala praecoxalis Vietnam;4.00
Anomala protea NE India;5.00
Anomala rufiventris China;6.00
Anomala rufocuprea Far East of Russia;4.00
Anomala smaragdina Mongolia;3.00
Anomala sulcipennis China (N Sichuan);2.50
Anomala varicolor Laos;3.00
Anomala variegata NE India;3.00
Anomala xanthoptera NE India;5.00
Anomalocera olivacea Taiwan;3.00
Anomophysis hainana Vietnam;7.00
Anoplodera formosana Taiwan;7.00
Anoplodera rufipes NW Caucasus;1.50
Anoplophora berelina China;16.00
Anostirus castaneus SE Siberia;2.00
Anostirus purpureus W Caucasus;3.00
Anotylus inustus Germany;2.50
Anotylus mutator Germany;2.50
Anotylus speculifrons N Caucasus;2.00
Anotylus tetracarinatus Italy;2.50
Anoxia maldesi Tunis;6.00
Anoxia orientalis E Caucasus A-;3.00
Anoxia pasiphae Greece;3.00
Anthaxia bicolor NW Caucasus;2.00
Anthaxia brevis Greece;4.50
Anthaxia conradti Kirgizstan;3.00
Anthaxia dimidiata Italy;3.00
Anthaxia fernandesi Spain (Canaries);7.00
Anthaxia hypomelaena Greece;2.00
Anthaxia kervillei Turkey;5.00
Anthaxia lukjanovitschi SE Siberia;6.00
Anthaxia millefolii S Russia;1.00
Anthaxia mundula Turkey;4.00
Anthaxia nigricollis S Turkey;3.00
Anthaxia nigrojubata NW Caucasus 10ex;16.00
Anthaxia nitidulla Italy;2.50
Anthaxia podolica Croatia;3.00
Anthaxia praeclara Greece;2.00
Anthaxia psittacina Far East of Russia;3.00
Anthaxia quadripunctata S Siberia;0.99
Anthaxia salicis Italy;2.00
Anthaxia sp.aff psittacina China (N Sichuan);2.00
Anthaxia tenella Greece;2.00
Anthaxia thalassophila pseudokervillei Greece;4.00
Anthaxia vitula Greece;3.00
Anthobium atrocephalum S Ukraine;2.00
Anthocharis belia euphenoides S Spain f;12.00
Anthocharis cardamines alexandra Kirgizstan (N Kirgizsky Mt. rng.) order of 10f;48.00
Anthocharis cardamines alexandra Kirgizstan (N Kirgizsky Mt. rng.) order of 10m;24.00
Anthocharis gruneri armeniaca Armenia m;8.00
Anthocharis midea midea USA m;4.50
Anthonomus humeralis C Russia;1.50
Anthophagus alpestris Italy;2.50
Anthophagus caraboides C Russia;1.50
Anthophagus fauveli fauveli Italy (Sicily);4.50
Anthophagus torretassoi pollinensis Italy;4.50
